Unnamed: 0;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
9772;Apartamento;Copacabana;1;0;0;45;1600.0;530.0;30.0;35.56;Apartamento
9773;Apartamento;Lagoa;2;2;2;220;10000.0;3100.0;610.0;45.45;Apartamento
9774;Apartamento;Vila Isabel;1;0;0;40;1500.0;480.0;20.0;37.5;Apartamento
9775;Apartamento;Lagoa;3;4;2;380;30000.0;550.0;1700.0;78.95;Apartamento
9776;Apartamento;Flamengo;6;1;1;372;6900.0;2900.0;998.0;18.55;Apartamento
9777;Quitinete;Botafogo;1;0;0;25;1200.0;450.0;60.0;48.0;Apartamento
9778;Apartamento;Jardim Botânico;3;2;1;96;3500.0;1210.0;415.0;36.46;Apartamento
9779;Apartamento;Catete;2;1;1;65;2700.0;862.0;110.0;41.54;Apartamento
9780;Apartamento;Copacabana;3;1;0;90;2200.0;1352.0;130.0;24.44;Apartamento
9781;Apartamento;Barra da Tijuca;3;1;1;90;2500.0;1450.0;1500.0;27.78;Apartamento
9782;Apartamento;Jacarepaguá;3;1;1;118;2500.0;1426.0;215.0;21.19;Apartamento
9783;Apartamento;Copacabana;3;1;2;390;10000.0;2150.0;7060.0;25.64;Apartamento
9784;Apartamento;Centro;1;0;0;35;1000.0;335.0;25.0;28.57;Apartamento
9785;Apartamento;Barra da Tijuca;2;1;1;80;2000.0;1212.0;195.0;25.0;Apartamento
9786;Apartamento;Ipanema;4;2;3;300;13000.0;4200.0;1000.0;43.33;Apartamento
9787;Apartamento;Barra da Tijuca;3;2;1;114;5500.0;1243.0;287.0;48.25;Apartamento
9788;Apartamento;Barra da Tijuca;2;1;1;106;2580.0;1200.0;243.0;24.34;Apartamento
9789;Apartamento;Barra da Tijuca;3;2;1;104;3200.0;1227.0;399.0;30.77;Apartamento
9790;Apartamento;Tijuca;3;0;0;130;2760.0;250.0;23.0;21.23;Apartamento
9791;Apartamento;Copacabana;3;0;0;108;2500.0;1815.0;268.0;23.15;Apartamento
9792;Apartamento;Leme;1;0;0;45;1800.0;400.0;75.0;40.0;Apartamento
9793;Apartamento;Ipanema;4;2;1;189;12000.0;2140.0;0.0;63.49;Apartamento
9794;Casa;Jardim Botânico;4;3;1;263;28000.0;0.0;0.0;106.46;Casa
9795;Apartamento;Recreio dos Bandeirantes;2;1;1;97;1700.0;1100.0;130.0;17.53;Apartamento
9796;Apartamento;São Conrado;2;3;2;250;10000.0;3800.0;1493.0;40.0;Apartamento
9797;Apartamento;Barra da Tijuca;2;1;1;84;2500.0;1417.0;180.0;29.76;Apartamento
9799;Apartamento;Centro;1;0;0;46;1500.0;280.0;47.0;32.61;Apartamento
9800;Apartamento;Copacabana;3;1;2;190;5500.0;2500.0;495.0;28.95;Apartamento
9801;Apartamento;Tanque;2;0;0;57;850.0;643.0;0.0;14.91;Apartamento
9803;Apartamento;Ipanema;3;1;1;140;9000.0;1600.0;860.0;64.29;Apartamento
9804;Apartamento;Pavuna;2;0;0;50;530.0;300.0;0.0;10.6;Apartamento
9805;Quitinete;Copacabana;1;0;0;30;2000.0;600.0;29.0;66.67;Apartamento
9806;Casa de Vila;Cachambi;3;0;0;110;1700.0;0.0;0.0;15.45;Casa
9807;Apartamento;Centro;1;0;0;57;1400.0;450.0;220.0;24.56;Apartamento
9808;Apartamento;Copacabana;3;1;1;135;4000.0;1100.0;0.0;29.63;Apartamento
9809;Apartamento;Água Santa;3;0;0;55;1000.0;715.0;0.0;18.18;Apartamento
9810;Apartamento;Tijuca;2;1;1;80;2400.0;700.0;0.0;30.0;Apartamento
9811;Apartamento;Copacabana;3;0;0;85;3000.0;1639.0;128.0;35.29;Apartamento
9812;Apartamento;Copacabana;1;0;0;35;1130.0;500.0;0.0;32.29;Apartamento
9813;Apartamento;Tijuca;2;1;1;73;2200.0;650.0;1400.0;30.14;Apartamento
9814;Apartamento;Maracanã;2;0;0;70;1800.0;531.0;66.0;25.71;Apartamento
9815;Apartamento;São Cristóvão;2;1;1;69;1900.0;550.0;150.0;27.54;Apartamento
9816;Casa;Campo Grande;2;2;0;80;1200.0;0.0;0.0;15.0;Casa
9817;Apartamento;Olaria;3;1;1;80;1000.0;678.0;30.0;12.5;Apartamento
9818;Apartamento;Laranjeiras;1;0;0;42;1500.0;475.0;55.0;35.71;Apartamento
9819;Apartamento;Recreio dos Bandeirantes;3;2;2;116;2900.0;500.0;250.0;25.0;Apartamento
9820;Apartamento;Botafogo;2;1;0;81;2800.0;750.0;830.0;34.57;Apartamento
9821;Apartamento;São Conrado;5;2;1;210;5500.0;2200.0;700.0;26.19;Apartamento
9822;Apartamento;Pechincha;2;1;1;83;1450.0;300.0;1028.0;17.47;Apartamento
9823;Apartamento;Copacabana;4;1;0;155;5000.0;1500.0;228.0;32.26;Apartamento
9824;Apartamento;Recreio dos Bandeirantes;3;1;2;93;2000.0;550.0;0.0;21.51;Apartamento
9825;Apartamento;Copacabana;2;0;0;75;3000.0;660.0;0.0;40.0;Apartamento
9826;Apartamento;Barra da Tijuca;2;2;1;100;3000.0;1620.0;320.0;30.0;Apartamento
9827;Apartamento;Copacabana;3;1;1;160;4500.0;1400.0;200.0;28.12;Apartamento
9828;Apartamento;Tijuca;3;1;1;120;3500.0;700.0;0.0;29.17;Apartamento
9829;Casa de Condomínio;Anil;3;2;1;308;3500.0;700.0;280.0;11.36;Casa
9830;Apartamento;Humaitá;3;2;2;110;4500.0;999.0;252.0;40.91;Apartamento
9831;Apartamento;Barra da Tijuca;1;1;1;70;2800.0;850.0;210.0;40.0;Apartamento
9832;Apartamento;Irajá;2;1;1;85;1500.0;295.0;0.0;17.65;Apartamento
9833;Apartamento;Flamengo;4;3;1;200;15000.0;2452.0;601.0;75.0;Apartamento
9834;Casa de Condomínio;Taquara;6;6;5;722;5000.0;380.0;700.0;6.93;Casa
9835;Apartamento;Flamengo;2;1;0;65;2200.0;960.0;85.0;33.85;Apartamento
9836;Apartamento;Copacabana;4;1;4;430;18000.0;3000.0;0.0;41.86;Apartamento
9837;Apartamento;Recreio dos Bandeirantes;2;2;1;100;1600.0;1034.0;0.0;16.0;Apartamento
9838;Apartamento;Barra da Tijuca;2;1;1;94;2050.0;1523.0;0.0;21.81;Apartamento
9839;Casa;Inhoaíba;2;1;0;85;1000.0;0.0;0.0;11.76;Casa
9840;Apartamento;Penha;1;1;0;60;850.0;314.0;0.0;14.17;Apartamento
9841;Apartamento;Tijuca;2;0;1;70;2500.0;450.0;48.0;35.71;Apartamento
9842;Casa de Condomínio;Barra da Tijuca;4;3;4;263;7000.0;700.0;518.0;26.62;Casa
9843;Apartamento;Flamengo;3;0;0;97;3500.0;970.0;158.0;36.08;Apartamento
9844;Apartamento;Engenho Novo;3;1;0;98;1100.0;800.0;100.0;11.22;Apartamento
9846;Apartamento;Jardim Botânico;3;4;2;325;13900.0;2600.0;0.0;42.77;Apartamento
9847;Apartamento;Honório Gurgel;2;0;0;50;700.0;220.0;0.0;14.0;Apartamento
9848;Apartamento;Tijuca;2;0;1;70;1800.0;350.0;95.0;25.71;Apartamento
9850;Apartamento;Tijuca;2;0;0;75;1300.0;890.0;0.0;17.33;Apartamento
9851;Apartamento;Tijuca;3;0;0;110;2100.0;820.0;110.0;19.09;Apartamento
9852;Apartamento;Freguesia (Jacarepaguá);4;2;2;167;3000.0;1075.0;331.0;17.96;Apartamento
9853;Apartamento;Barra da Tijuca;2;3;2;156;12000.0;4000.0;1015.0;76.92;Apartamento
9854;Apartamento;Barra da Tijuca;3;1;1;107;3400.0;1180.0;270.0;31.78;Apartamento
9855;Apartamento;Recreio dos Bandeirantes;2;1;1;72;1500.0;761.0;90.0;20.83;Apartamento
9856;Apartamento;Vila da Penha;3;1;1;90;1700.0;780.0;0.0;18.89;Apartamento
9857;Apartamento;Barra da Tijuca;4;3;2;245;7000.0;3500.0;700.0;28.57;Apartamento
9858;Apartamento;São Conrado;3;3;1;360;8000.0;9500.0;176.0;22.22;Apartamento
9859;Apartamento;Tijuca;2;1;1;85;2200.0;907.0;138.0;25.88;Apartamento
9860;Apartamento;Humaitá;3;0;1;100;3400.0;710.0;154.0;34.0;Apartamento
9861;Apartamento;Tijuca;2;1;0;73;2200.0;700.0;0.0;30.14;Apartamento
9862;Apartamento;Barra da Tijuca;3;2;1;150;6500.0;1250.0;485.0;43.33;Apartamento
9863;Apartamento;Arpoador;2;1;1;85;4200.0;1160.0;151.0;49.41;Apartamento
9864;Apartamento;Tijuca;3;2;1;110;2700.0;975.0;171.0;24.55;Apartamento
9865;Apartamento;Ipanema;3;1;0;120;4600.0;1350.0;278.0;38.33;Apartamento
9866;Apartamento;Jacarepaguá;2;1;1;65;2500.0;665.0;50.0;38.46;Apartamento
9867;Apartamento;Ipanema;3;1;1;120;6500.0;1900.0;600.0;54.17;Apartamento
9868;Apartamento;Tijuca;2;1;0;78;1480.0;500.0;650.0;18.97;Apartamento
9869;Apartamento;Tijuca;3;1;1;90;2100.0;850.0;125.0;23.33;Apartamento
9870;Casa de Condomínio;Barra da Tijuca;5;4;2;600;12000.0;800.0;1000.0;20.0;Casa
9871;Apartamento;Leme;2;0;0;75;3300.0;850.0;122.0;44.0;Apartamento
9872;Apartamento;Recreio dos Bandeirantes;2;3;2;127;1600.0;984.0;253.0;12.6;Apartamento
9873;Apartamento;Vila Isabel;2;1;0;55;2000.0;600.0;60.0;36.36;Apartamento
9874;Apartamento;Ipanema;3;2;2;190;10800.0;2000.0;6100.0;56.84;Apartamento
9875;Apartamento;Barra da Tijuca;3;1;1;97;3500.0;1350.0;160.0;36.08;Apartamento
9876;Apartamento;Barra da Tijuca;2;2;1;106;4000.0;1600.0;600.0;37.74;Apartamento
9877;Apartamento;Recreio dos Bandeirantes;2;1;2;88;3000.0;1384.0;0.0;34.09;Apartamento
9878;Apartamento;Ipanema;3;1;1;160;8000.0;1600.0;480.0;50.0;Apartamento
9879;Apartamento;Maracanã;3;1;1;81;1750.0;597.0;89.0;21.6;Apartamento
9880;Apartamento;Méier;2;1;0;70;1300.0;498.0;38.0;18.57;Apartamento
9881;Quitinete;Copacabana;1;0;0;32;1600.0;578.0;55.0;50.0;Apartamento
9882;Apartamento;Leblon;3;1;1;150;5000.0;1000.0;450.0;33.33;Apartamento
9883;Apartamento;São Conrado;5;2;3;401;13000.0;3781.0;689.0;32.42;Apartamento
9884;Apartamento;Ipanema;2;0;0;70;3500.0;915.0;200.0;50.0;Apartamento
9885;Casa de Condomínio;Barra da Tijuca;5;9;4;679;16000.0;3049.0;2743.0;23.56;Casa
9886;Apartamento;Copacabana;3;1;1;140;3700.0;1159.0;236.0;26.43;Apartamento
9887;Apartamento;Leblon;3;2;1;130;7200.0;2128.0;675.0;55.38;Apartamento
9888;Apartamento;Pechincha;2;1;1;60;1100.0;480.0;180.0;18.33;Apartamento
9889;Apartamento;Vista Alegre;3;1;0;71;1200.0;140.0;0.0;16.9;Apartamento
9890;Apartamento;Recreio dos Bandeirantes;3;2;2;135;2500.0;580.0;256.0;18.52;Apartamento
9891;Apartamento;Ipanema;1;0;0;33;1600.0;564.0;71.0;48.48;Apartamento
9892;Apartamento;Tijuca;3;1;1;93;2300.0;1089.0;122.0;24.73;Apartamento
9893;Apartamento;Botafogo;2;1;1;90;3500.0;1394.0;258.0;38.89;Apartamento
9894;Apartamento;Copacabana;4;1;2;300;7500.0;2200.0;862.0;25.0;Apartamento
9895;Apartamento;Barra da Tijuca;3;2;1;110;8000.0;2700.0;600.0;72.73;Apartamento
9896;Apartamento;São Francisco Xavier;1;0;0;51;700.0;505.0;0.0;13.73;Apartamento
9897;Apartamento;Barra da Tijuca;4;4;4;225;8000.0;4400.0;990.0;35.56;Apartamento
9898;Quitinete;Catete;1;0;0;31;1100.0;434.0;55.0;35.48;Apartamento
9899;Apartamento;Península;2;1;1;75;2900.0;1300.0;150.0;38.67;Apartamento
9900;Apartamento;Barra da Tijuca;3;4;3;263;10000.0;2668.0;896.0;38.02;Apartamento
9901;Apartamento;Campo Grande;2;0;0;53;700.0;300.0;30.0;13.21;Apartamento
9902;Apartamento;Lagoa;2;2;1;83;2300.0;1450.0;0.0;27.71;Apartamento
9903;Apartamento;Vila Isabel;3;2;0;142;2500.0;1428.0;0.0;17.61;Apartamento
9905;Apartamento;Flamengo;2;0;1;98;2600.0;532.0;270.0;26.53;Apartamento
9907;Apartamento;Ipanema;4;3;1;340;23000.0;4000.0;20000.0;67.65;Apartamento
9909;Apartamento;Tijuca;2;0;0;96;1800.0;700.0;97.0;18.75;Apartamento
9910;Quitinete;Copacabana;1;0;0;25;1200.0;310.0;0.0;48.0;Apartamento
9911;Apartamento;Irajá;3;2;1;98;1900.0;400.0;0.0;19.39;Apartamento
9912;Quitinete;Copacabana;1;0;0;35;1600.0;481.0;26.0;45.71;Apartamento
9914;Apartamento;Cachambi;2;1;0;58;1100.0;350.0;0.0;18.97;Apartamento
9915;Apartamento;Copacabana;2;0;0;70;1900.0;700.0;151.0;27.14;Apartamento
9916;Apartamento;Botafogo;2;0;0;90;2000.0;510.0;90.0;22.22;Apartamento
9917;Apartamento;Barra da Tijuca;3;2;3;120;4000.0;1450.0;0.0;33.33;Apartamento
9918;Apartamento;Cachambi;2;0;0;54;850.0;360.0;0.0;15.74;Apartamento
9919;Apartamento;Barra da Tijuca;3;2;1;117;4500.0;990.0;624.0;38.46;Apartamento
9920;Apartamento;Laranjeiras;3;1;1;155;3300.0;1325.0;0.0;21.29;Apartamento
9921;Apartamento;Jacarepaguá;2;1;1;82;2300.0;800.0;153.0;28.05;Apartamento
9922;Apartamento;Copacabana;3;1;0;130;4500.0;1100.0;190.0;34.62;Apartamento
9923;Quitinete;Flamengo;0;0;0;25;1000.0;430.0;0.0;40.0;Apartamento
9924;Apartamento;Barra da Tijuca;4;0;1;155;5500.0;3000.0;0.0;35.48;Apartamento
9925;Apartamento;Laranjeiras;4;2;2;150;7000.0;1965.0;455.0;46.67;Apartamento
9926;Apartamento;Ipanema;3;0;1;100;5000.0;1100.0;245.0;50.0;Apartamento
9927;Apartamento;Itanhangá;2;0;0;53;1100.0;745.0;0.0;20.75;Apartamento
9928;Apartamento;São Conrado;3;2;1;320;10000.0;1800.0;380.0;31.25;Apartamento
9929;Apartamento;Botafogo;3;0;1;86;3500.0;750.0;0.0;40.7;Apartamento
9931;Apartamento;Botafogo;3;1;1;105;3600.0;900.0;180.0;34.29;Apartamento
9932;Apartamento;Recreio dos Bandeirantes;4;3;4;400;10000.0;1480.0;1000.0;25.0;Apartamento
9933;Apartamento;Ipanema;2;1;1;75;5300.0;895.0;208.0;70.67;Apartamento
9934;Apartamento;Barra da Tijuca;3;2;2;170;4500.0;2048.0;0.0;26.47;Apartamento
9935;Apartamento;Barra da Tijuca;2;1;1;90;2300.0;1078.0;230.0;25.56;Apartamento
9936;Apartamento;Gávea;1;0;0;43;2200.0;399.0;51.0;51.16;Apartamento
9937;Apartamento;Barra da Tijuca;2;1;1;103;3000.0;1750.0;197.0;29.13;Apartamento
9938;Casa;Lins de Vasconcelos;2;1;0;80;850.0;496.0;12.0;10.62;Casa
9939;Apartamento;Barra da Tijuca;4;3;4;360;11000.0;1300.0;0.0;30.56;Apartamento
9940;Apartamento;Ipanema;2;0;0;80;5000.0;1050.0;280.0;62.5;Apartamento
9941;Apartamento;Barra da Tijuca;2;1;2;100;3000.0;2900.0;500.0;30.0;Apartamento
9942;Apartamento;Copacabana;1;0;1;40;2000.0;510.0;0.0;50.0;Apartamento
9943;Apartamento;Freguesia (Jacarepaguá);2;1;1;75;1550.0;700.0;48.0;20.67;Apartamento
9944;Apartamento;Copacabana;2;0;0;107;2700.0;600.0;141.0;25.23;Apartamento
9945;Apartamento;Tijuca;3;1;0;100;2000.0;550.0;120.0;20.0;Apartamento
9946;Apartamento;Flamengo;1;0;0;44;1600.0;610.0;0.0;36.36;Apartamento
9947;Apartamento;Recreio dos Bandeirantes;1;1;1;50;1500.0;1035.0;221.0;30.0;Apartamento
9948;Apartamento;Recreio dos Bandeirantes;4;2;2;146;2900.0;1950.0;254.0;19.86;Apartamento
9949;Apartamento;Leblon;4;2;4;200;9500.0;2700.0;944.0;47.5;Apartamento
9950;Apartamento;Tijuca;3;0;1;100;3000.0;200.0;78.0;30.0;Apartamento
9951;Apartamento;Freguesia (Jacarepaguá);1;1;0;45;1200.0;340.0;16.0;26.67;Apartamento
9952;Apartamento;Tijuca;2;1;0;88;2000.0;485.0;99.0;22.73;Apartamento
9953;Apartamento;Recreio dos Bandeirantes;2;1;1;70;2200.0;676.0;131.0;31.43;Apartamento
9954;Apartamento;Botafogo;4;2;0;622;15000.0;3545.0;1420.0;24.12;Apartamento
9955;Apartamento;Santa Teresa;2;0;0;66;1600.0;300.0;52.0;24.24;Apartamento
9956;Casa de Vila;Lins de Vasconcelos;3;1;1;204;2800.0;430.0;68.0;13.73;Casa
9957;Casa de Condomínio;Barra da Tijuca;4;4;4;400;10000.0;2100.0;1400.0;25.0;Casa
9958;Apartamento;Copacabana;3;0;0;107;3200.0;600.0;150.0;29.91;Apartamento
9959;Apartamento;Barra da Tijuca;4;2;3;166;6500.0;1893.0;0.0;39.16;Apartamento
9960;Quitinete;Copacabana;1;0;0;20;1500.0;500.0;0.0;75.0;Apartamento
9963;Casa de Vila;Maracanã;2;0;0;50;2000.0;30.0;25.0;40.0;Casa
9964;Apartamento;Flamengo;2;0;0;71;2400.0;577.0;0.0;33.8;Apartamento
9965;Apartamento;Barra da Tijuca;4;4;3;347;13500.0;2300.0;0.0;38.9;Apartamento
9967;Apartamento;Botafogo;4;2;1;330;10500.0;1600.0;708.0;31.82;Apartamento
9968;Apartamento;Tijuca;1;1;0;60;900.0;556.0;24.0;15.0;Apartamento
9969;Apartamento;Flamengo;4;1;1;290;9500.0;1800.0;0.0;32.76;Apartamento
9970;Apartamento;Barra da Tijuca;2;2;1;87;3100.0;1550.0;543.0;35.63;Apartamento
9971;Apartamento;Anil;2;1;0;50;1700.0;470.0;30.0;34.0;Apartamento
9972;Apartamento;Leblon;4;2;1;180;6000.0;1900.0;0.0;33.33;Apartamento
9973;Apartamento;Copacabana;2;1;0;70;3500.0;920.0;100.0;50.0;Apartamento
9974;Apartamento;Tijuca;2;0;0;60;1800.0;604.0;0.0;30.0;Apartamento
9975;Apartamento;Laranjeiras;2;1;1;120;3850.0;1000.0;0.0;32.08;Apartamento
9977;Apartamento;Lagoa;3;1;0;115;4500.0;1057.0;297.0;39.13;Apartamento
9978;Apartamento;Engenho de Dentro;2;0;0;51;900.0;515.0;114.0;17.65;Apartamento
9979;Apartamento;Leblon;2;2;2;132;6000.0;1400.0;0.0;45.45;Apartamento
9980;Casa;Barra da Tijuca;4;2;4;250;8000.0;1800.0;360.0;32.0;Casa
9981;Apartamento;Freguesia (Jacarepaguá);2;1;1;76;2200.0;817.0;92.0;28.95;Apartamento
9982;Apartamento;Copacabana;1;0;0;30;1400.0;450.0;23.0;46.67;Apartamento
9983;Apartamento;Copacabana;1;0;0;50;2200.0;750.0;0.0;44.0;Apartamento
9984;Apartamento;Ipanema;3;1;1;140;12900.0;1580.0;280.0;92.14;Apartamento
9985;Apartamento;Leblon;3;1;0;140;5000.0;1800.0;0.0;35.71;Apartamento
9986;Apartamento;Santíssimo;2;1;0;40;700.0;250.0;0.0;17.5;Apartamento
9987;Apartamento;Botafogo;2;1;1;75;2800.0;987.0;0.0;37.33;Apartamento
9989;Apartamento;Barra da Tijuca;3;2;3;200;13500.0;3900.0;1500.0;67.5;Apartamento
9990;Apartamento;Tijuca;1;0;0;50;1200.0;330.0;0.0;24.0;Apartamento
9991;Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1500.0;0.0;31.43;Apartamento
9992;Apartamento;Copacabana;3;1;1;90;3500.0;773.0;136.0;38.89;Apartamento
9993;Apartamento;Freguesia (Jacarepaguá);2;0;0;46;1000.0;290.0;13.0;21.74;Apartamento
9994;Casa;Botafogo;8;3;0;418;15000.0;0.0;0.0;35.89;Casa
9995;Apartamento;Leblon;4;2;2;250;9200.0;3000.0;0.0;36.8;Apartamento
9996;Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;280;5000.0;750.0;200.0;17.86;Casa
9997;Apartamento;Leblon;3;2;2;115;7000.0;1899.0;0.0;60.87;Apartamento
9998;Apartamento;Maracanã;1;1;0;63;1200.0;590.0;50.0;19.05;Apartamento
9999;Apartamento;Barra da Tijuca;1;1;1;61;1700.0;2154.0;271.0;27.87;Apartamento
10000;Apartamento;Recreio dos Bandeirantes;4;3;4;277;5000.0;1200.0;0.0;18.05;Apartamento
10001;Apartamento;São Conrado;2;0;1;85;2900.0;1135.0;222.0;34.12;Apartamento
10002;Apartamento;Leblon;3;1;0;100;7000.0;1697.0;246.0;70.0;Apartamento
10003;Apartamento;Vila da Penha;2;0;0;54;700.0;435.0;0.0;12.96;Apartamento
10004;Apartamento;Barra da Tijuca;3;2;1;110;4000.0;1200.0;200.0;36.36;Apartamento
10005;Casa de Condomínio;Barra da Tijuca;5;5;5;900;17500.0;2600.0;0.0;19.44;Casa
10006;Apartamento;Tijuca;2;0;0;70;2100.0;700.0;0.0;30.0;Apartamento
10007;Apartamento;Recreio dos Bandeirantes;2;2;2;75;2050.0;790.0;150.0;27.33;Apartamento
10008;Apartamento;Flamengo;4;1;3;350;10000.0;2500.0;0.0;28.57;Apartamento
10009;Apartamento;Ipanema;3;2;1;150;6500.0;1700.0;580.0;43.33;Apartamento
10010;Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;147;4500.0;1195.0;1000.0;30.61;Casa
10011;Casa;Campo Grande;2;0;1;80;1100.0;0.0;0.0;13.75;Casa
10012;Apartamento;Barra da Tijuca;3;2;1;138;4500.0;1300.0;350.0;32.61;Apartamento
10013;Apartamento;Vargem Pequena;2;1;1;60;1300.0;360.0;40.0;21.67;Apartamento
10014;Quitinete;Centro;1;0;0;30;800.0;250.0;25.0;26.67;Apartamento
10015;Apartamento;Recreio dos Bandeirantes;2;2;0;105;3500.0;1000.0;0.0;33.33;Apartamento
10016;Apartamento;Copacabana;4;3;2;200;8000.0;2700.0;600.0;40.0;Apartamento
10017;Apartamento;Botafogo;3;2;1;105;4000.0;1104.0;0.0;38.1;Apartamento
10019;Apartamento;Copacabana;3;1;0;200;7000.0;1700.0;520.0;35.0;Apartamento
10020;Apartamento;Engenho Novo;2;1;1;176;880.0;900.0;153.0;5.0;Apartamento
10021;Apartamento;Ipanema;3;1;0;87;4445.0;660.0;95.0;51.09;Apartamento
10023;Apartamento;Barra da Tijuca;3;2;1;132;3200.0;2604.0;464.0;24.24;Apartamento
10024;Apartamento;Recreio dos Bandeirantes;3;1;1;110;1800.0;750.0;150.0;16.36;Apartamento
10025;Apartamento;Barra da Tijuca;1;2;0;55;1700.0;1780.0;0.0;30.91;Apartamento
10026;Apartamento;Cachambi;1;0;0;40;800.0;130.0;14.0;20.0;Apartamento
10027;Apartamento;Ipanema;2;2;2;90;5500.0;1800.0;300.0;61.11;Apartamento
10028;Apartamento;Barra da Tijuca;4;2;1;140;3000.0;1402.0;0.0;21.43;Apartamento
10029;Apartamento;Botafogo;2;1;1;75;3800.0;875.0;197.0;50.67;Apartamento
10030;Apartamento;Barra da Tijuca;4;2;2;146;4900.0;1800.0;3500.0;33.56;Apartamento
10031;Casa de Condomínio;Barra da Tijuca;4;5;4;500;11800.0;1550.0;1501.0;23.6;Casa
10032;Casa;Gávea;3;2;3;1100;30000.0;0.0;1900.0;27.27;Casa
10033;Apartamento;Copacabana;3;1;1;110;4500.0;500.0;0.0;40.91;Apartamento
10034;Apartamento;Barra da Tijuca;4;3;2;290;2500.0;3650.0;771.0;8.62;Apartamento
10035;Apartamento;Ipanema;3;1;1;263;7500.0;3150.0;697.0;28.52;Apartamento
10036;Apartamento;Península;2;2;1;72;3500.0;1400.0;150.0;48.61;Apartamento
10037;Casa de Condomínio;Recreio dos Bandeirantes;3;2;1;165;2000.0;980.0;153.0;12.12;Casa
10038;Apartamento;Barra da Tijuca;3;2;1;201;4200.0;3563.0;0.0;20.9;Apartamento
10039;Apartamento;Copacabana;4;1;1;270;8500.0;2477.0;7504.0;31.48;Apartamento
10040;Quitinete;Copacabana;1;0;0;24;2500.0;570.0;56.0;104.17;Apartamento
10041;Apartamento;Ipanema;3;1;1;140;6500.0;1500.0;0.0;46.43;Apartamento
10042;Apartamento;Copacabana;1;0;0;50;1500.0;340.0;76.0;30.0;Apartamento
10043;Apartamento;Recreio dos Bandeirantes;3;2;1;89;1900.0;842.0;160.0;21.35;Apartamento
10044;Apartamento;Méier;1;0;0;50;1200.0;280.0;20.0;24.0;Apartamento
10045;Apartamento;Maracanã;2;1;0;81;2200.0;700.0;82.0;27.16;Apartamento
10046;Apartamento;Jardim Botânico;4;4;3;252;16000.0;3581.0;10450.0;63.49;Apartamento
10048;Apartamento;Barra da Tijuca;4;2;3;160;5000.0;2100.0;3100.0;31.25;Apartamento
10049;Apartamento;Ipanema;3;2;1;120;7000.0;2008.0;423.0;58.33;Apartamento
10050;Apartamento;Leblon;3;2;1;155;7500.0;1600.0;4000.0;48.39;Apartamento
10051;Apartamento;Recreio dos Bandeirantes;3;2;2;145;2500.0;920.0;0.0;17.24;Apartamento
10053;Apartamento;Flamengo;2;2;1;100;3500.0;760.0;172.0;35.0;Apartamento
10054;Apartamento;Pechincha;2;1;0;59;1000.0;400.0;350.0;16.95;Apartamento
10055;Apartamento;Flamengo;4;1;1;290;9200.0;1800.0;700.0;31.72;Apartamento
10056;Apartamento;Barra da Tijuca;3;2;1;200;5500.0;1855.0;230.0;27.5;Apartamento
10057;Apartamento;Botafogo;4;2;1;120;4700.0;1726.0;441.0;39.17;Apartamento
10058;Apartamento;Barra da Tijuca;0;0;0;30;1600.0;988.0;193.0;53.33;Apartamento
10059;Apartamento;Andaraí;2;1;0;71;1000.0;360.0;25.0;14.08;Apartamento
10060;Apartamento;Leblon;2;1;1;100;3500.0;1930.0;400.0;35.0;Apartamento
10061;Apartamento;Flamengo;2;1;1;94;2600.0;1823.0;0.0;27.66;Apartamento
10062;Casa de Vila;Ramos;2;1;0;45;1000.0;70.0;0.0;22.22;Casa
10063;Apartamento;Copacabana;1;0;0;44;1480.0;470.0;25.0;33.64;Apartamento
10064;Apartamento;Penha Circular;2;0;1;78;1300.0;450.0;0.0;16.67;Apartamento
10065;Apartamento;Freguesia (Jacarepaguá);3;2;1;95;2000.0;700.0;110.0;21.05;Apartamento
10066;Apartamento;Leblon;3;2;1;110;6000.0;1650.0;300.0;54.55;Apartamento
10067;Apartamento;Barra da Tijuca;2;1;1;65;6870.0;3014.0;390.0;105.69;Apartamento
10068;Apartamento;Botafogo;3;1;1;108;5100.0;1450.0;276.0;47.22;Apartamento
10069;Quitinete;Botafogo;0;0;1;30;800.0;320.0;0.0;26.67;Apartamento
10070;Apartamento;Leblon;2;2;2;150;4500.0;2100.0;0.0;30.0;Apartamento
10071;Apartamento;Barra da Tijuca;4;3;2;156;6500.0;3000.0;1000.0;41.67;Apartamento
10072;Apartamento;Botafogo;1;0;0;43;2400.0;1076.0;260.0;55.81;Apartamento
10073;Apartamento;Barra da Tijuca;4;3;2;240;6500.0;3000.0;603.0;27.08;Apartamento
10074;Apartamento;Leblon;2;1;1;110;5000.0;2535.0;385.0;45.45;Apartamento
10075;Apartamento;Ipanema;2;1;1;80;3500.0;1100.0;345.0;43.75;Apartamento
10076;Casa de Condomínio;Barra da Tijuca;6;0;5;950;30000.0;1200.0;15000.0;31.58;Casa
10077;Apartamento;Engenho Novo;2;0;0;50;900.0;250.0;0.0;18.0;Apartamento
10078;Apartamento;Leblon;3;1;1;150;7000.0;2500.0;380.0;46.67;Apartamento
