Unnamed: 0;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
244;Apartamento;Recreio dos Bandeirantes;2;1;1;80;1700.0;690.0;150.0;21.25;Apartamento
245;Apartamento;Recreio dos Bandeirantes;4;2;2;200;3600.0;1177.0;320.0;18.0;Apartamento
246;Apartamento;Barra da Tijuca;2;1;1;77;2500.0;830.0;156.0;32.47;Apartamento
247;Apartamento;Engenho Novo;1;1;0;63;700.0;625.0;36.0;11.11;Apartamento
248;Casa;Grajaú;5;4;2;450;7000.0;0.0;500.0;15.56;Casa
249;Apartamento;Barra da Tijuca;4;2;2;149;4500.0;2130.0;0.0;30.2;Apartamento
250;Apartamento;Recreio dos Bandeirantes;3;2;2;106;2500.0;780.0;248.0;23.58;Apartamento
251;Apartamento;Anil;2;1;0;48;1100.0;400.0;0.0;22.92;Apartamento
252;Apartamento;Ipanema;4;1;2;250;12000.0;2300.0;1050.0;48.0;Apartamento
253;Apartamento;Gávea;2;1;1;68;2700.0;850.0;186.0;39.71;Apartamento
254;Apartamento;Barra da Tijuca;2;1;1;75;1400.0;1280.0;0.0;18.67;Apartamento
255;Apartamento;Ipanema;2;1;1;97;7000.0;4000.0;4725.0;72.16;Apartamento
256;Casa de Condomínio;Vargem Grande;2;2;1;90;1700.0;618.0;338.0;18.89;Casa
257;Apartamento;Cachambi;3;0;0;70;900.0;200.0;30.0;12.86;Apartamento
258;Quitinete;Leblon;1;0;0;30;1700.0;560.0;62.0;56.67;Apartamento
259;Apartamento;Copacabana;4;2;1;279;3150.0;2025.0;370.0;11.29;Apartamento
260;Casa;Tanque;2;1;0;59;1200.0;170.0;0.0;20.34;Casa
261;Apartamento;Laranjeiras;5;3;2;713;30000.0;3800.0;0.0;42.08;Apartamento
262;Apartamento;Cachambi;2;1;0;70;950.0;530.0;30.0;13.57;Apartamento
263;Casa;Campo Grande;3;0;0;200;2100.0;0.0;0.0;10.5;Casa
264;Apartamento;Recreio dos Bandeirantes;4;2;1;400;3500.0;800.0;500.0;8.75;Apartamento
265;Apartamento;Recreio dos Bandeirantes;2;1;1;89;1800.0;884.0;170.0;20.22;Apartamento
266;Apartamento;Maracanã;1;1;1;120;1000.0;985.0;150.0;8.33;Apartamento
267;Apartamento;Recreio dos Bandeirantes;4;3;2;181;3500.0;1080.0;423.0;19.34;Apartamento
268;Apartamento;Tijuca;2;1;1;70;1500.0;890.0;68.0;21.43;Apartamento
269;Casa de Condomínio;Barra da Tijuca;5;6;5;640;13800.0;980.0;1800.0;21.56;Casa
270;Apartamento;Vaz Lobo;2;0;0;70;1000.0;32.0;0.0;14.29;Apartamento
271;Apartamento;Madureira;2;0;0;40;600.0;415.0;0.0;15.0;Apartamento
272;Apartamento;Recreio dos Bandeirantes;2;0;0;75;1700.0;659.0;0.0;22.67;Apartamento
273;Apartamento;Copacabana;2;1;1;81;2900.0;893.0;190.0;35.8;Apartamento
274;Casa;Bonsucesso;2;0;0;51;1000.0;0.0;0.0;19.61;Casa
275;Casa de Condomínio;Barra da Tijuca;5;3;5;1000;20000.0;1800.0;1800.0;20.0;Casa
277;Apartamento;Praça Seca;3;0;0;90;900.0;330.0;15.0;10.0;Apartamento
278;Apartamento;Vila Isabel;3;3;1;124;1700.0;1400.0;0.0;13.71;Apartamento
279;Apartamento;Recreio dos Bandeirantes;5;3;4;430;6000.0;899.0;750.0;13.95;Apartamento
280;Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0;69.33;Apartamento
281;Apartamento;São Conrado;5;2;3;400;13000.0;4165.0;689.0;32.5;Apartamento
282;Apartamento;Freguesia (Jacarepaguá);3;2;1;126;1500.0;1000.0;150.0;11.9;Apartamento
283;Apartamento;Laranjeiras;2;1;1;70;2300.0;620.0;190.0;32.86;Apartamento
284;Apartamento;Recreio dos Bandeirantes;3;2;1;94;1900.0;1300.0;198.0;20.21;Apartamento
285;Apartamento;Barra da Tijuca;4;3;4;192;5000.0;2200.0;562.0;26.04;Apartamento
286;Apartamento;Copacabana;1;0;0;43;1600.0;452.0;242.0;37.21;Apartamento
287;Apartamento;Barra da Tijuca;2;1;1;70;2200.0;780.0;0.0;31.43;Apartamento
288;Apartamento;São Francisco Xavier;3;1;1;73;1200.0;520.0;0.0;16.44;Apartamento
289;Apartamento;Copacabana;3;0;0;120;3000.0;1420.0;0.0;25.0;Apartamento
290;Casa de Condomínio;Vargem Grande;5;4;5;300;5000.0;1500.0;250.0;16.67;Casa
291;Apartamento;Pechincha;2;1;0;64;800.0;248.0;14.0;12.5;Apartamento
292;Apartamento;Copacabana;1;0;0;45;2800.0;450.0;30.0;62.22;Apartamento
293;Apartamento;Laranjeiras;2;0;0;110;2500.0;968.0;167.0;22.73;Apartamento
294;Apartamento;Ipanema;4;3;3;433;37000.0;9800.0;0.0;85.45;Apartamento
295;Apartamento;Flamengo;2;0;0;85;2700.0;800.0;1150.0;31.76;Apartamento
296;Apartamento;Leme;3;1;1;175;8000.0;1380.0;0.0;45.71;Apartamento
297;Casa;Engenho Novo;2;0;0;70;1100.0;0.0;0.0;15.71;Casa
298;Apartamento;Jacarepaguá;2;1;0;68;1100.0;540.0;0.0;16.18;Apartamento
299;Apartamento;Humaitá;2;1;0;64;2500.0;520.0;0.0;39.06;Apartamento
300;Apartamento;Copacabana;1;0;1;37;2500.0;447.0;20.0;67.57;Apartamento
301;Apartamento;Copacabana;4;2;2;240;10000.0;2000.0;700.0;41.67;Apartamento
302;Casa de Condomínio;Barra da Tijuca;4;3;2;188;6000.0;1022.0;0.0;31.91;Casa
303;Apartamento;Barra da Tijuca;3;2;2;137;12500.0;1850.0;271.0;91.24;Apartamento
304;Apartamento;Barra da Tijuca;14;2;2;212;5000.0;1200.0;650.0;23.58;Apartamento
305;Apartamento;Irajá;2;1;0;65;1100.0;255.0;0.0;16.92;Apartamento
306;Apartamento;Barra da Tijuca;2;2;1;105;3000.0;1500.0;0.0;28.57;Apartamento
307;Apartamento;Vila Isabel;2;1;0;70;1100.0;550.0;0.0;15.71;Apartamento
308;Apartamento;São Conrado;4;3;4;600;23000.0;16864.0;3910.0;38.33;Apartamento
309;Apartamento;Gávea;3;1;1;108;5000.0;1769.0;226.0;46.3;Apartamento
310;Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;125.0;27.06;Apartamento
311;Apartamento;Catete;1;0;0;45;1600.0;500.0;55.0;35.56;Apartamento
312;Quitinete;Copacabana;1;0;0;15;1100.0;600.0;0.0;73.33;Apartamento
313;Apartamento;Barra da Tijuca;3;2;3;160;7000.0;1087.0;455.0;43.75;Apartamento
314;Casa de Vila;Quintino Bocaiúva;2;1;0;48;750.0;0.0;0.0;15.62;Casa
315;Apartamento;Lagoa;3;2;1;130;5000.0;1000.0;300.0;38.46;Apartamento
316;Apartamento;Freguesia (Jacarepaguá);3;2;1;100;2100.0;780.0;140.0;21.0;Apartamento
317;Apartamento;Freguesia (Jacarepaguá);3;2;3;180;5500.0;1200.0;318.0;30.56;Apartamento
318;Apartamento;Copacabana;3;0;0;80;2500.0;800.0;157.0;31.25;Apartamento
319;Casa de Condomínio;Barra da Tijuca;3;0;2;367;6000.0;510.0;423.0;16.35;Casa
320;Apartamento;Recreio dos Bandeirantes;3;1;1;85;1900.0;450.0;112.0;22.35;Apartamento
321;Casa;Jardim Botânico;2;4;1;107;9500.0;0.0;1091.0;88.79;Casa
322;Apartamento;Barra da Tijuca;5;4;3;171;9000.0;2000.0;3500.0;52.63;Apartamento
323;Apartamento;Centro;1;0;0;42;2200.0;619.0;202.0;52.38;Apartamento
324;Apartamento;Méier;2;1;0;62;1000.0;600.0;38.0;16.13;Apartamento
325;Quitinete;Leblon;1;0;0;25;1950.0;360.0;58.0;78.0;Apartamento
326;Apartamento;Leblon;4;3;4;260;13500.0;3100.0;0.0;51.92;Apartamento
327;Casa;Recreio dos Bandeirantes;4;4;2;367;12000.0;0.0;653.0;32.7;Casa
328;Apartamento;Grajaú;2;0;0;65;1400.0;415.0;21.0;21.54;Apartamento
329;Apartamento;Lagoa;4;3;1;180;11000.0;2530.0;812.0;61.11;Apartamento
330;Apartamento;Copacabana;1;0;0;43;1800.0;639.0;76.0;41.86;Apartamento
331;Apartamento;Lagoa;2;1;1;80;2200.0;2600.0;420.0;27.5;Apartamento
332;Apartamento;Flamengo;2;1;0;57;2800.0;832.0;98.0;49.12;Apartamento
333;Apartamento;Campo Grande;3;1;1;98;1800.0;950.0;0.0;18.37;Apartamento
334;Apartamento;Jardim Botânico;3;1;2;170;6000.0;860.0;540.0;35.29;Apartamento
335;Apartamento;Leblon;4;2;2;207;15500.0;6000.0;934.0;74.88;Apartamento
336;Apartamento;Barra da Tijuca;4;4;4;518;38000.0;5004.0;1747.0;73.36;Apartamento
337;Apartamento;Ipanema;1;0;1;50;2400.0;897.0;26.0;48.0;Apartamento
338;Quitinete;Copacabana;1;0;0;35;1700.0;400.0;55.0;48.57;Apartamento
339;Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1012.0;0.0;16.67;Apartamento
340;Apartamento;Copacabana;2;0;0;65;2700.0;710.0;130.0;41.54;Apartamento
341;Apartamento;Recreio dos Bandeirantes;4;3;2;300;4500.0;1500.0;580.0;15.0;Apartamento
342;Apartamento;Recreio dos Bandeirantes;2;2;1;115;1900.0;661.0;0.0;16.52;Apartamento
343;Casa de Vila;Jacarepaguá;3;1;0;100;2000.0;100.0;0.0;20.0;Casa
344;Apartamento;Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;0.0;13.64;Apartamento
345;Casa;Botafogo;12;5;0;500;18000.0;0.0;1800.0;36.0;Casa
346;Apartamento;Barra da Tijuca;4;3;4;304;13000.0;3800.0;1350.0;42.76;Apartamento
347;Casa de Condomínio;Barra da Tijuca;4;2;4;280;8500.0;750.0;620.0;30.36;Casa
348;Apartamento;Tijuca;3;1;0;88;2300.0;790.0;885.0;26.14;Apartamento
349;Apartamento;Ipanema;3;1;1;145;7200.0;2900.0;500.0;49.66;Apartamento
350;Casa;Catete;10;0;10;300;15000.0;0.0;220.0;50.0;Casa
351;Apartamento;Urca;1;0;0;53;2800.0;770.0;0.0;52.83;Apartamento
352;Apartamento;Ipanema;3;1;1;116;5000.0;1600.0;316.0;43.1;Apartamento
353;Apartamento;Tijuca;3;1;0;116;2000.0;790.0;194.0;17.24;Apartamento
354;Apartamento;Vila Isabel;3;0;0;82;1200.0;664.0;86.0;14.63;Apartamento
355;Quitinete;Glória;1;0;1;26;850.0;321.0;29.0;32.69;Apartamento
356;Apartamento;Barra da Tijuca;3;2;1;130;4800.0;1700.0;433.0;36.92;Apartamento
357;Apartamento;Freguesia (Jacarepaguá);3;1;1;90;1700.0;595.0;0.0;18.89;Apartamento
358;Apartamento;Flamengo;2;1;0;68;2000.0;536.0;148.0;29.41;Apartamento
359;Apartamento;Copacabana;1;0;0;60;2800.0;620.0;128.0;46.67;Apartamento
360;Apartamento;Taquara;2;1;0;53;1100.0;450.0;150.0;20.75;Apartamento
361;Apartamento;Penha;2;0;0;64;950.0;180.0;0.0;14.84;Apartamento
362;Apartamento;Jardim Botânico;3;1;1;130;6400.0;1500.0;0.0;49.23;Apartamento
363;Apartamento;Leblon;2;1;0;90;3500.0;1300.0;200.0;38.89;Apartamento
364;Apartamento;Leblon;4;2;4;200;8500.0;2710.0;945.0;42.5;Apartamento
365;Apartamento;Tijuca;1;1;1;84;2000.0;718.0;120.0;23.81;Apartamento
366;Quitinete;Gardênia Azul;1;0;0;20;485.0;0.0;0.0;24.25;Apartamento
367;Apartamento;Flamengo;1;0;0;30;1490.0;315.0;55.0;49.67;Apartamento
368;Casa;São Conrado;4;0;4;1200;25000.0;0.0;0.0;20.83;Casa
369;Apartamento;Maracanã;2;0;0;79;1700.0;600.0;0.0;21.52;Apartamento
370;Apartamento;Copacabana;1;1;0;150;3000.0;1200.0;390.0;20.0;Apartamento
371;Apartamento;Barra da Tijuca;3;2;3;156;5500.0;2300.0;398.0;35.26;Apartamento
372;Apartamento;Flamengo;1;0;1;38;1450.0;690.0;55.0;38.16;Apartamento
373;Apartamento;Botafogo;2;0;0;115;2200.0;1045.0;190.0;19.13;Apartamento
374;Apartamento;Tijuca;2;0;0;49;1800.0;180.0;0.0;36.73;Apartamento
375;Apartamento;Jacarepaguá;2;1;1;80;1900.0;1350.0;100.0;23.75;Apartamento
376;Apartamento;Copacabana;2;0;0;120;3800.0;1000.0;197.0;31.67;Apartamento
377;Apartamento;Barra da Tijuca;2;1;1;70;1800.0;681.0;120.0;25.71;Apartamento
378;Apartamento;Bonsucesso;3;1;0;98;2800.0;390.0;0.0;28.57;Apartamento
379;Apartamento;Barra da Tijuca;2;1;1;70;3240.0;950.0;0.0;46.29;Apartamento
380;Apartamento;Flamengo;2;1;0;90;3200.0;980.0;0.0;35.56;Apartamento
381;Apartamento;Ipanema;2;0;0;99;3300.0;920.0;0.0;33.33;Apartamento
382;Apartamento;Copacabana;3;1;0;80;3100.0;700.0;1208.0;38.75;Apartamento
383;Apartamento;Copacabana;2;1;0;74;2600.0;1021.0;0.0;35.14;Apartamento
384;Apartamento;Humaitá;2;1;0;75;2900.0;926.0;90.0;38.67;Apartamento
385;Apartamento;Barra da Tijuca;4;3;4;250;9500.0;2800.0;523.0;38.0;Apartamento
386;Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;770.0;108.0;20.0;Apartamento
387;Apartamento;Recreio dos Bandeirantes;3;4;1;217;3300.0;947.0;547.0;15.21;Apartamento
388;Apartamento;Ipanema;4;1;3;250;12000.0;2300.0;1037.0;48.0;Apartamento
389;Casa;Campo Grande;2;1;2;100;1500.0;0.0;30.0;15.0;Casa
390;Apartamento;São Conrado;3;2;1;140;4700.0;1620.0;515.0;33.57;Apartamento
391;Apartamento;Barra da Tijuca;4;3;2;260;7500.0;3550.0;350.0;28.85;Apartamento
392;Apartamento;Laranjeiras;2;0;0;85;2100.0;700.0;95.0;24.71;Apartamento
393;Apartamento;Rio Comprido;2;1;0;69;1900.0;600.0;70.0;27.54;Apartamento
394;Apartamento;Freguesia (Jacarepaguá);1;1;0;49;1050.0;580.0;36.0;21.43;Apartamento
395;Apartamento;Andaraí;2;1;0;56;1900.0;607.0;89.0;33.93;Apartamento
396;Casa;Vargem Grande;2;1;0;70;1900.0;580.0;25.0;27.14;Casa
397;Apartamento;Ipanema;4;3;4;480;39000.0;9400.0;0.0;81.25;Apartamento
398;Apartamento;Barra da Tijuca;4;3;3;180;7000.0;1935.0;449.0;38.89;Apartamento
399;Apartamento;Copacabana;2;0;0;81;3000.0;770.0;159.0;37.04;Apartamento
400;Apartamento;Barra da Tijuca;2;1;1;88;2400.0;1313.0;0.0;27.27;Apartamento
401;Apartamento;Vargem Pequena;2;1;1;80;1100.0;650.0;0.0;13.75;Apartamento
402;Casa de Condomínio;Tanque;2;0;1;100;1500.0;160.0;80.0;15.0;Casa
403;Apartamento;Ipanema;3;3;3;169;9000.0;2300.0;886.0;53.25;Apartamento
404;Apartamento;Flamengo;4;2;2;423;12000.0;3795.0;1253.0;28.37;Apartamento
405;Apartamento;Quintino Bocaiúva;2;0;0;67;900.0;320.0;0.0;13.43;Apartamento
406;Apartamento;Leblon;3;1;0;74;3300.0;700.0;83.0;44.59;Apartamento
407;Apartamento;Copacabana;2;0;0;110;2800.0;800.0;120.0;25.45;Apartamento
408;Apartamento;Leme;1;0;0;31;1140.0;420.0;24.0;36.77;Apartamento
409;Apartamento;Recreio dos Bandeirantes;2;2;1;90;1500.0;720.0;199.0;16.67;Apartamento
410;Casa;Santa Teresa;5;3;0;260;7000.0;0.0;163.0;26.92;Casa
411;Apartamento;Barra da Tijuca;2;1;0;70;2400.0;1800.0;150.0;34.29;Apartamento
412;Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;198;4500.0;1160.0;3012.0;22.73;Casa
413;Apartamento;Inhaúma;3;1;0;60;750.0;236.0;0.0;12.5;Apartamento
414;Apartamento;Glória;1;0;0;48;1400.0;480.0;20.0;29.17;Apartamento
415;Apartamento;Copacabana;5;1;1;400;8500.0;2160.0;365.0;21.25;Apartamento
416;Apartamento;Ipanema;2;1;0;45;3000.0;575.0;25.0;66.67;Apartamento
417;Apartamento;Pechincha;2;1;0;65;950.0;640.0;126.0;14.62;Apartamento
418;Apartamento;Leblon;2;0;0;100;3800.0;900.0;195.0;38.0;Apartamento
419;Apartamento;Grajaú;3;2;1;90;2950.0;700.0;100.0;32.78;Apartamento
420;Apartamento;Marechal Hermes;2;1;0;70;850.0;200.0;0.0;12.14;Apartamento
421;Apartamento;Grajaú;1;0;0;30;800.0;283.0;187.0;26.67;Apartamento
422;Apartamento;Praça Seca;2;1;1;63;1100.0;361.0;0.0;17.46;Apartamento
423;Apartamento;Barra da Tijuca;3;2;2;480;15000.0;2750.0;650.0;31.25;Apartamento
424;Apartamento;Recreio dos Bandeirantes;2;2;1;72;1580.0;900.0;140.0;21.94;Apartamento
425;Apartamento;Laranjeiras;2;0;0;51;1900.0;450.0;25.0;37.25;Apartamento
426;Apartamento;Botafogo;1;0;0;17;1100.0;330.0;15.0;64.71;Apartamento
427;Apartamento;Botafogo;3;0;0;100;6050.0;1155.0;234.0;60.5;Apartamento
428;Apartamento;Lagoa;2;1;1;90;2700.0;1350.0;250.0;30.0;Apartamento
430;Apartamento;Lagoa;3;3;3;230;6000.0;4600.0;990.0;26.09;Apartamento
431;Apartamento;Pechincha;2;1;1;62;1700.0;500.0;67.0;27.42;Apartamento
432;Apartamento;Leblon;2;2;1;113;3500.0;1365.0;387.0;30.97;Apartamento
433;Apartamento;Flamengo;1;0;0;49;1700.0;440.0;68.0;34.69;Apartamento
434;Apartamento;Méier;1;0;0;53;900.0;484.0;37.0;16.98;Apartamento
435;Apartamento;Vila Isabel;2;1;0;63;1300.0;500.0;0.0;20.63;Apartamento
436;Casa;Vila da Penha;1;0;0;40;850.0;0.0;0.0;21.25;Casa
437;Quitinete;Copacabana;1;0;0;30;2600.0;500.0;0.0;86.67;Apartamento
438;Quitinete;Copacabana;1;0;0;30;3200.0;400.0;50.0;106.67;Apartamento
439;Quitinete;Centro;1;0;1;15;750.0;0.0;0.0;50.0;Apartamento
440;Apartamento;Lagoa;3;3;1;250;11000.0;3500.0;889.0;44.0;Apartamento
441;Apartamento;Humaitá;3;1;0;95;2300.0;1300.0;120.0;24.21;Apartamento
442;Apartamento;Flamengo;1;0;0;37;2300.0;485.0;56.0;62.16;Apartamento
443;Apartamento;Curicica;1;1;0;45;700.0;356.0;126.0;15.56;Apartamento
444;Apartamento;Barra da Tijuca;2;1;0;90;2000.0;980.0;1600.0;22.22;Apartamento
445;Apartamento;Barra da Tijuca;1;1;1;80;1700.0;980.0;250.0;21.25;Apartamento
446;Casa;Vaz Lobo;1;0;0;35;400.0;0.0;0.0;11.43;Casa
447;Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1000.0;70.0;31.43;Apartamento
448;Apartamento;Barra da Tijuca;4;3;1;190;5500.0;1600.0;435.0;28.95;Apartamento
449;Apartamento;Copacabana;3;1;0;140;3500.0;1250.0;0.0;25.0;Apartamento
450;Apartamento;Tijuca;1;1;1;87;1400.0;1057.0;162.0;16.09;Apartamento
451;Apartamento;Barra da Tijuca;4;3;2;210;5300.0;2080.0;500.0;25.24;Apartamento
452;Casa de Condomínio;Santíssimo;2;1;0;70;800.0;200.0;0.0;11.43;Casa
453;Apartamento;Méier;1;0;0;50;1000.0;390.0;16.0;20.0;Apartamento
454;Apartamento;Flamengo;4;1;0;240;6000.0;2050.0;701.0;25.0;Apartamento
455;Apartamento;Leblon;4;3;4;300;30000.0;4273.0;1557.0;100.0;Apartamento
456;Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;500.0;51.43;Apartamento
457;Casa de Condomínio;Jardim Botânico;4;4;1;380;12000.0;870.0;1290.0;31.58;Casa
458;Apartamento;Jardim Botânico;2;1;1;86;4100.0;830.0;257.0;47.67;Apartamento
459;Apartamento;Recreio dos Bandeirantes;4;3;4;203;6000.0;1200.0;420.0;29.56;Apartamento
460;Apartamento;Leblon;3;1;0;110;6200.0;885.0;0.0;56.36;Apartamento
461;Casa de Condomínio;Barra da Tijuca;4;4;3;280;11000.0;1200.0;1100.0;39.29;Casa
462;Apartamento;Tijuca;2;1;0;60;1800.0;420.0;0.0;30.0;Apartamento
463;Apartamento;Barra da Tijuca;2;1;1;140;4500.0;910.0;420.0;32.14;Apartamento
464;Apartamento;Andaraí;1;0;1;30;1100.0;580.0;0.0;36.67;Apartamento
465;Apartamento;Pechincha;2;1;0;52;700.0;420.0;35.0;13.46;Apartamento
466;Apartamento;Recreio dos Bandeirantes;2;1;1;75;2300.0;1220.0;134.0;30.67;Apartamento
467;Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1000.0;390.0;36.0;18.18;Apartamento
468;Apartamento;Água Santa;2;1;0;70;800.0;250.0;14.0;11.43;Apartamento
469;Apartamento;Lagoa;2;1;0;77;2700.0;1050.0;302.0;35.06;Apartamento
470;Apartamento;Copacabana;3;1;1;194;7500.0;1710.0;4641.0;38.66;Apartamento
471;Apartamento;Leblon;3;3;1;208;8000.0;1700.0;965.0;38.46;Apartamento
472;Quitinete;Copacabana;1;0;0;25;1200.0;318.0;0.0;48.0;Apartamento
473;Apartamento;Gávea;3;1;2;220;7000.0;3200.0;450.0;31.82;Apartamento
474;Apartamento;Barra da Tijuca;3;2;1;204;4600.0;2321.0;489.0;22.55;Apartamento
475;Apartamento;Barra da Tijuca;3;1;3;80;2800.0;1300.0;0.0;35.0;Apartamento
476;Apartamento;Leblon;4;2;2;205;15000.0;6000.0;772.0;73.17;Apartamento
477;Apartamento;Barra da Tijuca;3;2;1;165;6500.0;1503.0;330.0;39.39;Apartamento
478;Apartamento;Leblon;3;2;1;140;4500.0;2552.0;595.0;32.14;Apartamento
479;Apartamento;Laranjeiras;3;1;1;150;3200.0;1504.0;301.0;21.33;Apartamento
480;Apartamento;Moneró;1;1;0;47;1200.0;290.0;49.0;25.53;Apartamento
481;Apartamento;Tijuca;2;1;0;70;1850.0;748.0;48.0;26.43;Apartamento
482;Apartamento;Leblon;2;1;1;82;5900.0;1128.0;300.0;71.95;Apartamento
483;Apartamento;Grajaú;2;0;0;70;1300.0;447.0;0.0;18.57;Apartamento
484;Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900.0;830.0;0.0;11.88;Apartamento
485;Apartamento;Barra da Tijuca;4;4;4;330;20000.0;1800.0;10500.0;60.61;Apartamento
486;Casa;Itanhangá;3;2;1;321;9000.0;1400.0;0.0;28.04;Casa
487;Casa;Taquara;3;1;0;100;2100.0;250.0;0.0;21.0;Casa
488;Apartamento;Barra da Tijuca;3;2;1;140;4900.0;1600.0;3580.0;35.0;Apartamento
489;Apartamento;Flamengo;2;1;1;60;3400.0;978.0;130.0;56.67;Apartamento
490;Apartamento;Itanhangá;2;1;1;58;900.0;500.0;212.0;15.52;Apartamento
491;Apartamento;Tijuca;3;1;1;106;2050.0;872.0;1008.0;19.34;Apartamento
492;Apartamento;Leme;1;0;0;55;2000.0;585.0;79.0;36.36;Apartamento
493;Casa;Campo Grande;2;1;0;100;1300.0;0.0;0.0;13.0;Casa
494;Apartamento;Ipanema;3;3;3;310;16000.0;3000.0;1100.0;51.61;Apartamento
495;Apartamento;Vila Isabel;2;1;1;79;1300.0;950.0;30.0;16.46;Apartamento
497;Apartamento;Barra da Tijuca;2;1;1;102;2500.0;1478.0;255.0;24.51;Apartamento
498;Apartamento;Copacabana;3;1;1;160;4000.0;1617.0;300.0;25.0;Apartamento
499;Quitinete;Copacabana;1;0;0;38;1800.0;500.0;100.0;47.37;Apartamento
500;Apartamento;Copacabana;1;0;0;30;1200.0;650.0;54.0;40.0;Apartamento
501;Apartamento;Quintino Bocaiúva;2;0;0;80;900.0;170.0;0.0;11.25;Apartamento
502;Apartamento;Ipanema;3;1;0;80;4000.0;1200.0;251.0;50.0;Apartamento
503;Apartamento;Leblon;4;2;2;300;28000.0;3480.0;0.0;93.33;Apartamento
504;Apartamento;Freguesia (Jacarepaguá);3;1;1;77;2000.0;580.0;80.0;25.97;Apartamento
506;Apartamento;Jardim Botânico;3;2;2;145;4680.0;1296.0;317.0;32.28;Apartamento
507;Apartamento;Recreio dos Bandeirantes;3;2;1;185;2500.0;1355.0;2917.0;13.51;Apartamento
508;Apartamento;Barra da Tijuca;1;1;1;68;2800.0;1250.0;219.0;41.18;Apartamento
509;Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;196.0;42.17;Apartamento
510;Apartamento;Leblon;3;2;1;180;9500.0;2804.0;950.0;52.78;Apartamento
511;Apartamento;Copacabana;2;1;1;110;4000.0;1010.0;252.0;36.36;Apartamento
512;Apartamento;Botafogo;3;0;0;123;3200.0;421.0;182.0;26.02;Apartamento
513;Apartamento;Recreio dos Bandeirantes;3;3;1;180;1300.0;1635.0;320.0;7.22;Apartamento
514;Apartamento;Barra da Tijuca;3;2;3;120;2800.0;1280.0;360.0;23.33;Apartamento
515;Apartamento;Leblon;2;3;1;168;9000.0;2124.0;563.0;53.57;Apartamento
517;Casa de Condomínio;Campo Grande;2;2;0;100;1200.0;40.0;1.0;12.0;Casa
518;Apartamento;Barra da Tijuca;1;0;0;71;2100.0;1200.0;220.0;29.58;Apartamento
519;Apartamento;Tijuca;2;1;1;81;2350.0;849.0;80.0;29.01;Apartamento
520;Apartamento;Jacarepaguá;2;1;1;67;2000.0;636.0;75.0;29.85;Apartamento
521;Apartamento;Recreio dos Bandeirantes;3;3;3;200;3900.0;800.0;310.0;19.5;Apartamento
522;Apartamento;São Francisco Xavier;3;1;0;90;1900.0;210.0;160.0;21.11;Apartamento
523;Apartamento;Lagoa;2;1;1;56;3500.0;1490.0;323.0;62.5;Apartamento
524;Apartamento;Leblon;4;2;1;200;11500.0;3055.0;500.0;57.5;Apartamento
525;Apartamento;Recreio dos Bandeirantes;2;1;1;65;1800.0;680.0;100.0;27.69;Apartamento
526;Casa;Barra da Tijuca;6;4;6;540;25000.0;2333.0;2900.0;46.3;Casa
527;Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;737.0;142.0;21.43;Apartamento
528;Apartamento;Tijuca;3;0;0;98;1700.0;390.0;93.0;17.35;Apartamento
529;Apartamento;Andaraí;2;0;0;66;700.0;900.0;46.0;10.61;Apartamento
530;Apartamento;Ipanema;3;2;1;200;6300.0;2200.0;400.0;31.5;Apartamento
531;Apartamento;Pechincha;2;1;0;60;900.0;420.0;15.0;15.0;Apartamento
532;Apartamento;Vila Valqueire;3;2;1;129;2200.0;755.0;195.0;17.05;Apartamento
533;Apartamento;Santa Teresa;2;0;0;65;1400.0;600.0;0.0;21.54;Apartamento
534;Apartamento;Leblon;4;2;2;230;17900.0;5000.0;1000.0;77.83;Apartamento
535;Apartamento;Gávea;3;1;1;138;7900.0;1900.0;3418.0;57.25;Apartamento
536;Apartamento;São Conrado;3;2;1;150;6500.0;1800.0;0.0;43.33;Apartamento
537;Apartamento;Jacarepaguá;4;2;2;155;3000.0;1664.0;309.0;19.35;Apartamento
538;Apartamento;Ipanema;3;1;0;130;8000.0;2000.0;480.0;61.54;Apartamento
539;Apartamento;Botafogo;3;1;1;123;4000.0;1188.0;221.0;32.52;Apartamento
540;Apartamento;Cachambi;2;0;0;50;900.0;313.0;0.0;18.0;Apartamento
541;Apartamento;Botafogo;1;0;0;38;1300.0;400.0;25.0;34.21;Apartamento
542;Apartamento;Tijuca;2;1;0;88;1100.0;693.0;32.0;12.5;Apartamento
543;Apartamento;Lins de Vasconcelos;2;0;0;50;900.0;360.0;13.0;18.0;Apartamento
